ID	TCGA-AH-6643-11A-01R-1830-07	TCGA-AG-3731-11A-01R-1736-07	TCGA-AG-3725-11A-01R-1736-07	TCGA-AG-3742-11A-01R-1660-07	TCGA-AF-2691-11A-01R-A32Z-07	TCGA-AF-5654-11A-11R-1660-07	TCGA-AF-2689-11A-01R-A32Z-07	TCGA-AF-2692-11A-01R-A32Z-07	TCGA-AG-3732-11A-01R-1660-07	TCGA-AF-3400-11A-01R-A32Z-07	TCGA-DC-4745-01A-01R-A32Z-07	TCGA-DY-A1DC-01A-31R-A155-07	TCGA-AG-3732-01A-11R-1660-07	TCGA-AF-3911-01A-01R-1736-07	TCGA-AH-6549-01A-11R-1830-07	TCGA-AG-3887-01A-01R-1119-07	TCGA-DY-A1DD-01A-21R-A155-07	TCGA-EI-6881-01A-11R-A32Z-07	TCGA-AF-5654-01A-01R-1660-07	TCGA-AH-6544-01A-11R-1830-07	TCGA-DY-A1H8-01A-21R-A155-07	TCGA-EI-6514-01A-11R-1736-07	TCGA-AG-4001-01A-02R-1119-07	TCGA-EI-6917-01A-11R-1928-07	TCGA-CI-6624-01C-11R-1830-07	TCGA-AG-3608-01A-01R-0826-07	TCGA-DC-6160-01A-11R-1660-07	TCGA-EI-7002-01A-11R-1928-07	TCGA-AG-3999-01A-01R-1119-07	TCGA-AG-A002-01A-01R-A002-07	TCGA-BM-6198-01A-11R-1736-07	TCGA-F5-6864-01A-11R-1928-07	TCGA-AG-3583-01A-01R-0821-07	TCGA-EI-6512-01A-11R-1736-07	TCGA-AH-6897-01A-11R-1928-07	TCGA-F5-6813-01A-11R-1830-07	TCGA-AG-3591-01A-01R-1736-07	TCGA-AG-3605-01A-01R-0826-07	TCGA-AG-A023-01A-01R-A00A-07	TCGA-DY-A1DF-01A-11R-A155-07	TCGA-AG-A02X-01A-01R-A00A-07	TCGA-AF-2692-01A-01R-0821-07	TCGA-AG-3599-01A-02R-0826-07	TCGA-AG-A016-01A-01R-A002-07	TCGA-AF-A56L-01A-31R-A39D-07	TCGA-AG-3578-01A-01R-0821-07	TCGA-AG-3574-01A-01R-0821-07	TCGA-F5-6465-01A-11R-1736-07	TCGA-AG-3892-01A-01R-1119-07	TCGA-G5-6572-02A-12R-1830-07	TCGA-AG-3587-01A-01R-0821-07	TCGA-AG-A00Y-01A-02R-A002-07	TCGA-AG-3896-01A-01R-1119-07	TCGA-AG-3594-01A-02R-0821-07	TCGA-EI-7004-01A-11R-1928-07	TCGA-F5-6863-01A-11R-1928-07	TCGA-F5-6814-01A-31R-1928-07	TCGA-CI-6622-01A-11R-1830-07	TCGA-F5-6861-01A-11R-1928-07	TCGA-AG-A036-01A-12R-A083-07	TCGA-AG-3898-01A-01R-1119-07	TCGA-AG-A011-01A-01R-A002-07	TCGA-AG-3575-01A-01R-0821-07	TCGA-DC-6683-01A-11R-1830-07	TCGA-EI-6882-01A-11R-1928-07	TCGA-DT-5265-01A-21R-1830-07	TCGA-DY-A0XA-01A-11R-A155-07	TCGA-AG-3600-01A-01R-0826-07	TCGA-DC-5869-01A-01R-1660-07	TCGA-CL-5918-01A-11R-1660-07	TCGA-DY-A1DG-01A-11R-A32Y-07	TCGA-CL-4957-01A-01R-1736-07	TCGA-AG-3586-01A-02R-0821-07	TCGA-DC-4749-01A-01R-1736-07	TCGA-G5-6235-01A-11R-1736-07	TCGA-AG-3612-01A-01R-0826-07	TCGA-AG-3725-01A-11R-1736-07	TCGA-EI-6509-01A-11R-1736-07	TCGA-AH-6547-01A-11R-1830-07	TCGA-AF-6672-01A-11R-1830-07	TCGA-AG-A01N-01A-01R-A00A-07	TCGA-AF-2691-01A-01R-0821-07	TCGA-AG-3883-01A-02R-0905-07	TCGA-DC-5337-01A-01R-1660-07	TCGA-AG-3592-01A-02R-1736-07	TCGA-AF-2690-01A-02R-1736-07	TCGA-F5-6811-01A-11R-1830-07	TCGA-AF-3400-01A-01R-0821-07	TCGA-AG-A008-01A-01R-A002-07	TCGA-AG-3894-01A-01R-1119-07	TCGA-AG-3885-01A-01R-0905-07	TCGA-AG-3882-01A-01R-0905-07	TCGA-AG-3726-01A-02R-0905-07	TCGA-AF-4110-01A-02R-1736-07	TCGA-AH-6644-01A-21R-1830-07	TCGA-AG-A02N-01A-11R-A083-07	TCGA-AG-3609-01A-02R-0826-07	TCGA-AG-A01J-01A-01R-A00A-07	TCGA-AG-4022-01A-01R-1736-07	TCGA-AG-4021-01A-01R-1736-07	TCGA-G5-6233-01A-11R-1736-07	TCGA-AF-6655-01A-11R-1830-07	TCGA-AG-4015-01A-01R-1119-07	TCGA-AG-3731-01A-11R-1736-07	TCGA-AG-3611-01A-01R-0826-07	TCGA-EI-6885-01A-11R-1928-07	TCGA-AG-4007-01A-01R-1119-07	TCGA-AG-3581-01A-01R-0821-07	TCGA-AG-3901-01A-01R-1119-07	TCGA-DC-6158-01A-11R-1660-07	TCGA-F5-6571-01A-12R-1830-07	TCGA-AG-3582-01A-01R-0821-07	TCGA-EI-6508-01A-11R-1736-07	TCGA-CL-5917-01A-11R-1660-07	TCGA-AF-2687-01A-02R-1736-07	TCGA-EF-5831-01A-01R-1660-07	TCGA-DC-6157-01A-11R-1660-07	TCGA-AG-A00C-01A-01R-A002-07	TCGA-AF-A56N-01A-12R-A39D-07	TCGA-DY-A1DE-01A-11R-A155-07	TCGA-AG-A01L-01A-01R-A002-07	TCGA-AF-2693-01A-02R-1736-07	TCGA-DC-6681-01A-11R-A32Z-07	TCGA-AH-6903-01A-11R-1928-07	TCGA-AG-A025-01A-01R-A00A-07	TCGA-AG-3902-01A-01R-A32Z-07	TCGA-AG-3893-01A-01R-1119-07	TCGA-F5-6812-01A-11R-1830-07	TCGA-AG-3881-01A-01R-0905-07	TCGA-AG-A014-01A-02R-A002-07	TCGA-AG-3580-01A-01R-0821-07	TCGA-CI-6623-01B-11R-1830-07	TCGA-EI-6884-01A-11R-1928-07	TCGA-AF-6136-01A-11R-1830-07	TCGA-AF-3913-01A-02R-1119-07	TCGA-AG-A02G-01A-01R-A00A-07	TCGA-DC-6154-01A-31R-1928-07	TCGA-AG-3584-01A-01R-0821-07	TCGA-AG-A032-01A-01R-A00A-07	TCGA-G5-6641-01A-11R-A32Z-07	TCGA-AG-3890-01A-01R-1119-07	TCGA-AG-3742-01A-11R-1660-07	TCGA-AG-A026-01A-01R-A00A-07	TCGA-F5-6702-01A-11R-1830-07	TCGA-G5-6572-01A-11R-1830-07	TCGA-F5-6464-01A-11R-1736-07	TCGA-EF-5830-01A-01R-1660-07	TCGA-DC-6682-01A-11R-1830-07	TCGA-CI-6619-01B-11R-1830-07	TCGA-AG-3727-01A-01R-0905-07	TCGA-AG-A01Y-01A-41R-A083-07	TCGA-AG-3598-01A-01R-0826-07	TCGA-F5-6810-01A-11R-1830-07	TCGA-AG-A01W-01A-21R-A083-07	TCGA-AG-3878-01A-02R-0905-07	TCGA-EI-6507-01A-11R-1736-07	TCGA-CI-6621-01A-11R-1830-07	TCGA-AG-A020-01A-21R-A083-07	TCGA-AG-4008-01A-01R-1119-07	TCGA-AG-3602-01A-02R-0826-07	TCGA-AG-3909-01A-01R-1119-07	TCGA-DC-6156-01A-11R-1660-07	TCGA-EI-6510-01A-11R-1736-07	TCGA-AG-3728-01A-01R-0905-07	TCGA-AG-A015-01A-01R-A002-07	TCGA-CI-6620-01A-11R-1830-07	TCGA-AH-6643-01A-11R-1830-07	TCGA-EI-6513-01A-21R-1736-07	TCGA-EI-6506-01A-11R-1736-07	TCGA-AG-4005-01A-01R-1119-07	TCGA-AF-A56K-01A-32R-A39D-07	TCGA-AG-A00H-01A-01R-A00A-07	TCGA-EI-6511-01A-11R-1736-07	TCGA-EI-6883-01A-31R-1928-07	TCGA-DC-6155-01A-11R-1660-07	TCGA-AG-3593-01A-01R-0821-07	TCGA-AG-3601-01A-01R-0826-07
AC016065.1	1.16125	1.006146	1.344876	0.9856284	0.610823754	1.035100792	0.9748677	0.7335318	0.6519334	1.336869	0.9352462	1.362081	0.7827016	1.363666	1.986408	4.120915	1.426207	0.8914319	1.558355	3.02404	2.983918	1.294322	0.561670629	1.515197	0.795561141	4.316489718	1.238598	0.7626821	1.750764	1.363556	1.261013	0.8630036	1.865447	1.112705	1.772552383	0.6391113	0.8989713	1.710973	1.065116177	3.12614	1.212711	0.7955479	2.147139	1.613376925	1.194871	1.140462	1.486843	2.517323	2.387269	0.7099763	0.7699329	0.91803732	1.375395	0.824183	0.8892461	0.798281	1.328324	1.378772	1.536145	0.875875	1.932484	2.525006	1.39018	0.6857344	0.9836785	0.8984568	0.751194	1.983893	2.218492	3.600136	3.96082	0.8633595	0.485180259	1.544639	2.627613	2.303564	0.8978017	1.473404	1.543348	0.7068133	1.169254	0.9281739	1.175952	1.530688	0.5288105	0.9041033	1.553219	0.9961421	1.682876	4.262777	2.193960985	1.843657	0.473377899	1.954612	0.3051302	1.03568	0.9071142	1.42379	1.706836	1.057942	0.7382052	0.9126454	1.911638	2.534622	0.6469664	0.7631139	0.7356113	1.480562837	1.233811987	0.6705818	0.8931026	0.6188555	1.813702	1.010193	2.298697	0.5722187	0.5987654	2.336783	3.200128	0.879337015	1.547834	0.8511119	1.396505494	1.160969	1.603386746	0.90778	1.325146	1.57513	1.106093	1.198319	2.023387	1.576039	0.8964846	0.9968992	1.174031	0.8030844	1.606468	1.737174	2.097696497	1.046998	1.783125	1.459105	1.072782	0.7976847	1.981699	0.7074619	0.9611416	0.4825327	2.036127	0.528243207	0.7276326	2.394591	1.547096	1.671845	1.325267014	1.659294	1.047414	1.74944	1.924933	3.96519	1.327754	0.8644188	1.603345	1.038604	1.037461	1.515542	1.566653	0.9270777	1.369818	0.961165	1.367261	1.065001013	0.8283702	0.86118	0.6510189	0.8889849	1.539654
BX537318.1	1.285001	1.777442	1.516414	1.285597	0.893631272	1.684537039	1.830508	0.6750247	1.146846	1.709724	0.7578052	1.767092	2.765827	2.187785	0.7518988	1.926385	2.832673	0.4525826	1.354288	4.12682	2.15427	1.059456	2.2376083	0.9602042	0.750206678	3.586565032	0.7957139	0.6560106	1.083292	2.983103	1.211862	1.102497	2.476571	1.071707	2.5852537	2.534763	1.127305	2.949158	2.589105935	2.26703	1.528532	1.539174	1.313245	1.9845401	1.073097	1.155108	1.983039	1.265019	3.114857	0.7881719	1.544044	0.854649067	1.311943	1.722959	0.8458425	1.594501	0.9327981	3.544905	1.665767	2.129095	6.136401	10.22973	0.6978945	1.365651	1.848824	1.941322	4.341864	2.095015	1.050794	2.052292	4.951564	1.070751	1.095144126	1.965925	2.541166	2.123967	1.49836	0.9330168	1.5415	1.739613	3.375166	2.620131	0.9718997	1.108332	1.272326	2.035586	1.80572	0.8805245	2.026619	1.243445	2.318749876	2.520899	1.855962204	1.662958	0.6727198	1.922494	0.8314053	2.338498	1.53667	1.147806	1.102835	5.199555	2.150607	0.541295	3.504783	1.019632	1.497046	1.378333561	1.731918026	1.016393	1.217504	1.002884	1.357722	1.469333	1.535806	0.7050075	1.164393	1.725128	1.649587	2.695958802	1.2008	1.368144	2.033801387	1.415477	3.366061519	2.01421	3.261456	1.253993	3.919142	2.016622	2.266782	1.056361	4.020235	1.358104	2.032886	2.069283	2.305991	0.5926677	1.284818407	1.652059	2.484384	2.151351	1.374349	1.332157	1.750284	0.9041789	2.920453	0.6269217	0.4189198	1.238204828	2.959245	1.081009	1.69307	2.922017	1.628062741	1.568562	0.6958218	1.655582	1.697344	0.8722774	2.883261	4.521433	2.807481	2.524658	1.401045	0.7780884	1.336229	2.597853	1.320177	0.4015721	1.857789	1.896041571	1.353693	1.062079	2.934237	1.960873	2.384679
NNT-AS1	2.005499	2.133635	2.178341	2.733404	0.920490356	1.427669607	1.410791	1.663432	3.109671	1.232248	3.484671	1.412594	4.175123	3.947487	2.196013	1.280951	3.665709	2.810079	0.2196207	1.591732	1.381275	3.824983	2.65056467	0.5389197	2.360842903	1.50477197	3.069136	3.073776	0.9438885	2.901052	0.9414949	2.047641	1.138921	2.836487	0.424544383	2.303819	1.612937	2.004392	1.259888372	1.666734	4.726502	1.303098	1.01917	1.083432796	2.020924	2.535579	2.112143	3.146143	1.02534	1.822182	1.167256	1.271597162	1.102359	0.6615008	1.827403	3.702993	3.322118	1.33303	2.182203	1.929775	0.9626065	2.63561	2.782708	3.07977	2.749282	2.814605	3.334662	0.826604	4.025973	2.532236	3.088181	2.621456	1.10488059	2.134473	3.181076	1.232582	1.123305	2.569975	1.573942	2.919222	1.349035	1.061375	0.5663014	2.236371	2.112529	2.488212	4.734269	1.420019	1.52143	1.27731	0.595474702	0.4829723	0.238313445	2.167266	1.952253	1.62052	1.412362	0.8579233	3.395071	1.790986	2.214994	2.526454	0.9791951	3.516114	1.219859	1.28897	1.556124	1.215008482	1.549725745	3.918792	2.209108	2.603087	2.067982	2.052833	2.580435	3.799294	3.135196	1.088273	2.954716	3.1473446	1.057288	1.958751	2.161609423	3.682126	1.098415176	1.466137	1.477195	3.336906	0.3176564	1.2084	1.145429	2.449293	1.636864	4.498873	0.9107405	3.616736	2.766473	1.501637	2.062201884	1.763667	1.241116	2.684211	2.120253	3.228316	3.807293	0.9853901	3.474987	2.22579	1.770267	0.17665641	1.622245	1.281288	2.616464	2.082388	0.616348566	0.3003761	1.6883	1.131398	1.910185	1.968072	1.263021	3.052559	2.338657	0.6499787	1.927501	1.607879	3.529593	3.289823	0.9067781	1.044664	3.170218	1.46477191	2.34657	2.927979	3.537875	2.165493	1.391279
TNFRSF10A-AS1	2.355015	1.724381	1.156796	1.550165	2.214276063	2.949471276	0.9679488	1.954774	0.9482472	2.067841	2.317027	1.727029	3.638477	1.205952	6.055028	3.83266	3.12431	8.60161	4.871932	5.41087	1.385617	2.40289	0.503034684	2.797009	1.168794001	1.735121678	6.64218	0.9457773	0.8063957	1.884147	2.802787	0.928459	2.445468	2.707589	2.425967903	3.191617	2.694696	1.002996	1.430884095	4.020694	1.137829	2.542552	1.467496	1.969704635	1.951993	2.261678	3.212057	6.076071	1.45531	4.068346	0.7092568	0.899669827	1.764184	0.8351548	0.9497593	2.622253	3.480584	4.243895	5.155334	1.265647	2.886796	0.704854	2.018376	2.77793	7.006375	2.440513	2.114428	1.198393	4.733477	5.539596	2.08496	1.677207	0.877927096	2.382704	6.929769	1.829334	3.795783	5.075579	3.132011	1.139445	0.4712349	2.275476	0.2166558	4.087672	0.6462016	1.1264	3.836242	0.6256631	1.208913	1.806347	0.087872248	0.2122955	0.070334266	3.511121	1.241998	3.03565	0.8219285	1.240689	10.32041	2.532779	1.487565	1.882868	1.091521	7.330426	0.9365416	2.374287	0.7879535	2.829334367	1.840937946	1.780531	3.807859	0.5700854	4.017941	4.23339	1.424079	2.202367	2.166916	2.391809	7.814175	0.766253283	2.275299	2.181397	7.083982461	9.80633	3.021195264	2.649716	1.678484	3.041395	0.3453985	1.528454	2.674334	6.565291	2.171378	2.270613	1.259292	0.4438775	1.881728	0.7018739	3.803904574	2.340715	1.101746	2.901238	2.003187	1.009679	6.163357	2.284341	3.541588	1.801015	3.469101	0	1.546823	3.230039	3.435181	3.75477	0.196907551	2.15562	2.517054	3.014008	1.912312	1.156966	0.8154117	2.488427	3.191802	0	2.743218	3.43009	4.937228	1.423363	3.418713	1.590987	4.036897	0.89816412	3.687194	2.36244	0.06247022	1.289051	1.317906
AC010719.1	0.4084526	0.367614	0.572778	0.1573684	0.177714006	1.481523678	0.2522095	0.2263722	0.4716906	0.4506313	2.142803	5.530191	1.195532	3.706411	2.48678	4.824602	17.37447	3.501287	3.456808	2.232623	6.738184	3.605292	6.924639432	0.6020725	1.589304423	2.157772078	1.146716	5.484242	0.437595	1.759714	7.688508	7.892639	3.381663	1.896581	0.397832755	2.563092	2.970439	3.360105	2.266045361	11.31153	5.468835	3.826141	1.033764	4.046440196	4.022664	10.01645	2.067217	0.6892602	0.4136692	0.3732747	2.87287	6.214225446	1.846306	3.172409	2.429706	4.010417	2.62023	1.718354	2.66911	8.499278	1.29923	6.386265	0.05935029	1.135757	5.098365	6.756144	13.37548	5.173482	0.4484939	8.384067	0.6519106	2.099207	3.402942438	3.519943	4.022777	4.929454	5.052617	1.823668	2.460741	5.517614	6.257267	1.0584	0	0.8314606	9.071044	1.775528	0.7662583	4.564651	13.15906	0.7366901	2.847437264	2.353439	0.359862872	3.60826	5.128308	3.993891	2.686764	2.418264	4.579657	0.9625252	5.527089	7.766649	4.8401	2.006487	11.10822	2.600299	0.5375383	1.855922142	2.184138239	1.208473	7.134206	1.944548	5.841924	1.365946	2.270354	2.740114	4.905136	4.623098	4.416197	9.303429526	3.945172	2.183682	2.12637066	2.272828	1.603035512	3.171634	2.277096	7.618501	1.030878	4.127372	4.215513	2.116512	4.310351	6.411146	1.137022	5.109939	1.523041	0.8977785	8.174270119	3.535141	2.903932	5.824894	3.928875	0.7653313	0.4004394	0.4869897	2.422347	0.3267671	3.534865	1.778388489	2.528169	1.142067	2.832494	5.643954	0.951500167	0.8633934	4.395016	5.822241	2.66844	2.396019	0.7648715	0.697226	5.950582	0.8588072	3.697546	1.385522	1.511351	7.40902	1.659107	1.828602	1.514674	6.009403306	1.230352	9.426137	1.118694	10.15172	3.585576
AL139289.1	0.6923921	1.428085	2.94881	1.565018	0.476984661	1.24597481	0.8032478	0.7209602	0.8757419	0.9963804	2.075652	1.936049	2.219628	3.292801	2.188192	1.055286	4.323301	1.577721	0.6451198	2.186687	5.702123	1.319038	1.869827865	1.360811	1.156798773	3.483587081	0.5497802	1.718711	1.130351	0.2593909	0.6508485	2.544439	0.6369395	0.7765714	3.102192694	2.060443	1.583448	2.899737	1.378930663	6.822135	4.784797	0.3603288	1.229751	1.553062395	2.717171	1.828018	1.284896	0.2954589	1.947875	0.1488847	2.050514	3.468016218	0.9273429	0.5121655	0.4576374	2.472107	0.4454808	1.176922	1.089952	1.600847	5.873069	5.264278	2.012163	1.576903	1.080317	2.147388	5.186762	3.753362	4.489204	2.545491	7.635181	1.225267	1.384446718	0.5497922	1.912524	10.15438	1.635675	1.566313	1.492189	1.725544	3.8925	1.395454	4.175787	0.5782391	1.508944	1.184184	2.930918	3.148719	1.096489	0.8325378	1.862998009	1.432112	1.762293673	5.726154	0.3149745	0.9194207	0.6600712	2.049671	2.057728	1.326531	4.949172	3.291426	5.399699	1.598909	5.333174	1.682412	1.442754	0.629216569	0	3.606855	2.758897	3.204754	1.337113	1.506909	3.072922	0.5219021	2.088238	3.764778	1.00406	3.762485231	1.023254	1.035864	0.409606369	1.130802	1.035199937	2.951762	5.514341	1.984508	3.078932	1.63662	0.7028817	2.77767	1.440764	1.799162	0.928023	0.6416413	3.473132	2.232087	0.659842206	3.125405	1.544353	3.220591	0.8365301	1.405471	0.3959716	1.262568	2.808613	0.4800658	2.521523	0.669922442	3.66454	1.062894	4.37746	1.533237	1.391559469	2.234727	0.5197849	2.548912	6.366307	1.831716	1.571611	0.8564556	1.387176	3.558658	0.4263896	3.07358	1.097992	3.572089	0.6964163	1.599882	0.9959226	3.329050065	1.483124	8.179122	4.033535	0.8038073	2.056279
TMEM44-AS1	3.385612	3.067557	5.501791	5.189614	1.423617829	2.415015685	2.693841	2.335446	3.058853	2.720491	4.867247	4.474224	6.726758	4.204799	1.647403	2.960978	5.153203	1.716007	1.693672	3.040438	2.963232	1.783419	2.986290801	1.623137	3.794268417	6.50257136	3.340372	2.93808	3.714111	0.8682679	3.344803	2.791315	4.251557	1.376176	2.947908719	2.381314	4.078137	5.342591	3.374533625	6.573001	5.063981	2.000775	2.0703	2.497375529	3.302698	3.987032	2.759985	2.062619	3.22174	2.301282	3.785159	3.277724712	2.373744	2.506754	1.216481	4.818952	1.33122	1.546853	3.698342	6.934621	3.286665	4.413683	3.68465	2.577833	2.020808	1.993318	6.040164	1.065929	4.597879	2.192804	11.49296	2.633301	2.271669349	2.044113	2.944731	4.87358	2.30132	3.132797	3.004926	5.721919	3.027442	3.179455	3.823327	4.867363	3.056031	2.351114	5.567738	2.374426	3.967177	1.788309	3.251430232	3.0817	2.242148298	3.997469	1.637304	3.752378	1.910549	3.58181	1.952186	3.008985	3.084802	5.134854	4.556621	1.442486	3.780405	2.159882	1.794196	2.932157957	2.414885417	1.46866	1.424007	2.379856	5.298512	2.887528	3.824242	2.774616	3.027767	2.813885	2.808524	5.691319437	2.115547	2.753508	2.129221023	2.738684	3.172150031	2.283317	3.344217	3.949618	2.703538	1.353466	3.321571	3.403112	4.154021	3.676629	5.14454	4.337689	2.705207	4.11534	2.598484948	3.371314	4.504278	4.66198	2.20464	2.969634	2.339028	1.166517	2.394093	2.006858	2.493622	1.187181592	2.971829	5.695568	4.508975	3.006898	1.64400502	3.030576	2.336916	4.026758	2.276162	2.916712	2.088809	3.723523	6.109972	4.252017	1.964593	3.117321	2.774525	6.296403	1.898664	2.047629	4.412231	2.556436748	2.555263	2.141779	1.813646	4.014335	2.965191
AF001548.2	1.520704	2.360936	2.047202	3.037286	2.322372371	2.062667703	2.335543	3.87996	3.672851	0.8053148	2.088744	1.477064	4.222157	1.186898	1.119501	1.182042	1.037699	1.445466	1.246854	1.835345	1.883296	2.873834	1.587928865	1.717386	2.864285906	2.093319146	0.9314884	0.555927	2.792921	0.8887344	1.852583	1.72441	0.8057742	1.940277	0.604315569	1.511077	3.054843	0.8734226	1.349869126	1.099759	3.625561	3.304853	2.430817	3.138119031	4.296771	1.000633	0.9235714	1.189289	1.663336	0.4708745	3.039899	0.891168163	2.871787	4.396641	1.17598	1.281362	0.870211	0.7211816	3.1265	3.013671	1.160915	3.692368	3.287977	3.827415	5.37418	16.22414	1.581821	1.312623	0.7156207	0.7547412	1.429794	1.133681	0.729760192	2.14795	1.214698	0.390287	6.207738	0.7821702	4.048958	1.116275	2.564735	1.418585	1.568293	0.4571962	2.291465	1.586507	0.8426867	1.377224	2.167401	3.351155	1.2721505	0.8088053	6.163082146	2.37808	3.337147	7.533931	1.461316	3.916481	1.257215	2.454304	0.7826322	2.602431	1.053483	3.3559	2.919309	0.6385115	1.020664	0.829170957	3.293352583	0.8583182	1.270705	3.11308	0.9691134	2.876959	3.443993	0.7427741	1.621087	1.09348	2.80193	1.084303389	4.449806	1.878942	3.756815541	2.873865	5.166789997	2.630234	3.778687	1.327692	1.052722	1.746935	0.8027462	1.057439	0.922184	0.7304951	0.7337598	0.5636961	3.523757	2.567045	1.681089215	2.277768	3.739538	4.421264	2.594798	1.132634	0.7603439	2.201322	2.080136	0.846741	0.64963	0.993164026	3.388533	2.641252	1.211394	4.897629	3.150756359	6.047385	2.991008	3.187061	2.980449	0.8185947	0.6834438	2.139869	1.001424	2.621879	3.236481	5.387679	5.064202	2.417638	2.562572	0.7906114	1.033523	4.211487259	3.713427	1.200059	0.09519983	3.119954	1.052013
AC144652.1	0.3600998	0.6235319	0.4244694	0.608039	0.316758254	0.95088056	0.4640406	0.5111622	0.4959224	0.6849229	2.560095	1.299525	1.649746	1.389508	1.091467	1.395947	2.01105	0.4892675	0.5397405	0.7120199	0.8079001	0.5130134	2.621417814	1.0758	0.607135654	2.041759561	0.5114774	0.9327321	0.6613582	0.351924	1.655676	1.240488	0.7518161	0.7965213	5.343403443	1.276193	0.7089442	3.372143	1.389766736	4.421222	4.260171	0.7039723	0.9760389	0.983308662	0.6805799	0.8871237	0.4992063	0.6996805	1.07824	0.2322962	1.843074	1.482128483	0.975071	0.9827468	0.6053692	0.6931574	0.6186194	0.3592729	0.5674359	2.699388	1.132321	3.594148	0.8462898	0.9702089	1.337453	0.7075475	0.6484137	0.67571	0.6925657	0.9209468	1.02226	0.9549727	1.126994188	1.171535	0.9826147	2.267428	1.476759	0.2236913	0.5245299	0.7023304	3.168648	0.9466289	0.5098883	0.8678705	1.569546	0.8836418	1.369171	1.227055	0.8367984	0.9857725	1.723356589	0.9576175	0.303468106	1.695024	0.7179246	0.3402021	0.3223944	0.7299744	0.609117	2.321674	2.06998	1.562954	2.169241	1.23058	0.8682827	0.3926042	0.9581107	1.422797455	0.439534285	1.240013	0.4905985	0.9689813	1.995514	1.062128	2.003612	1.274547	1.37538	1.97015	0.9856215	3.706860349	1.368449	0.9672387	0.789131219	0.5194349	1.36937701	0.7532746	2.034964	0.6213338	1.320926	1.532114	0.8582601	0.9840114	1.326424	1.227088	2.353509	0.4352678	0.7631117	2.75304	0.895229266	0.4314083	1.060733	1.411678	0.4190575	1.012096	0.4604807	1.26496	1.360217	0.7364935	0.4727943	0.681679085	0.7584102	2.039489	2.884147	1.897135	0.849588186	0.307463	0.364358	1.64063	2.079789	1.069695	1.311337	1.25494	0.6014302	0.7571412	1.006584	1.073978	0.6082864	2.337889	0.3161615	0.6511834	0.4433626	1.896984563	1.509151	3.077382	0.8086123	0.475877	0.9600266
SATB2-AS1	5.147805	5.982086	4.950813	2.992767	1.960101997	3.316467178	4.187954	2.661855	3.772394	7.298215	0.6696797	8.468236	0.7611059	1.679165	0.4314377	4.395412	0.9475442	1.584993	1.589949	2.676391	5.235311	2.644043	2.560187709	0.270886	6.972998579	5.141041965	3.060311	2.368252	3.8758	0.02557157	0.7843889	4.618467	2.985736	0.3490993	7.632301259	5.608016	4.046146	4.553423	2.893565614	0.1175326	0.6780692	2.451042	0.5182698	0.854840595	3.233725	0.1975398	2.521867	6.970684	1.428686	0.8146024	1.768779	1.743628557	1.908401	1.352434	0.5202362	4.537032	3.991271	2.049286	2.440134	6.414116	3.313931	6.6043	0.03967308	3.259154	0.3794101	0.07056543	7.642517	0.6297425	0.7066682	1.615443	15.45511	2.605995	0.580053235	2.343364	5.846368	4.880122	0.9762953	0.02438085	3.475348	1.762954	6.792107	1.228288	1.728981	0.9405764	4.90188	2.592615	1.290376	0.05944033	0.9019202	1.141578	0.250445736	2.70767	1.914398025	1.830356	2.743372	0.6056359	0.8003843	5.203122	2.351301	1.46728	0.8580397	4.948307	3.836847	2.884545	3.676283	4.269171	4.199563	2.098686723	2.646252051	4.163336	1.608119	3.317314	6.496095	6.521965	4.22643	4.290993	3.643812	0.7953079	5.930272	14.086203802	3.772025	2.243608	3.581731263	3.198624	5.797901258	1.264438	4.185883	1.489867	0.1722743	0.01210074	0.3811076	3.761379	6.416939	2.214691	3.114091	4.902264	2.722473	3.980834	5.767706477	3.452197	3.311377	1.339763	1.237017	1.258992	4.793078	0.06223394	0.147203	7.453907	1.424445	0.272427633	7.816115	2.773019	1.496918	2.965589	0.982114958	0.2047919	3.915745	4.128584	2.440249	0.9185842	4.136746	2.654545	8.735788	1.817905	2.686026	9.10296	0.5772986	4.475094	7.977172	1.173053	3.58975	1.309471044	2.426189	3.395703	3.080215	1.447965	2.987058
